feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,output
-2.269,1.341,-2.087,0.906,5.478,0.176,-9.343,5.608,-2.313,-0.05,-0.547,0.365,1.978,3.912,-4.537,-0.483,1.276,-0.74,0.616,-3.751,1
1.459,-2.898,0.503,-0.875,-0.333,1.377,7.535,0.289,-0.273,-3.053,-3.811,0.67,-0.717,0.91,-2.94,-1.953,3.94,0.486,-4.13,17.243,0
0.173,1.843,0.388,3.088,-4.858,-5.622,5.117,-4.04,-1.036,-0.131,3.683,-0.242,-1.908,-15.441,-0.494,-0.858,-2.067,-3.736,-6.065,-4.977,0
1.447,1.02,2.321,-1.644,9.072,2.334,-2.406,2.606,-3.885,2.522,-0.047,0.844,-2.267,6.194,-0.172,3.239,-1.59,3.964,-3.614,-3.442,0
2.725,-1.913,-1.292,0.131,-5.897,-8.154,-6.341,-3.539,-0.644,2.355,5.684,0.506,-3.003,-5.633,2.768,-0.649,1.939,1.126,-0.973,-1.161,1
5.07,2.389,0.769,-0.065,4.835,0.846,10.311,-2.47,-1.909,-0.81,5.186,-1.374,6.253,-8.482,0.753,-0.396,-1.458,-6.504,-1.168,-2.748,1
-1.455,-1.204,2.949,0.172,1.981,-0.363,1.254,-0.448,0.622,-1.296,0.963,-0.557,-1.571,2.866,-1.073,3.355,1.581,-1.368,-1.251,2.103,0
0.822,1.113,1.835,-3.088,7.235,1.842,10.744,-0.932,0.161,-0.812,0.752,0.48,2.802,0.019,1.321,0.503,-1.868,0.497,-3.005,3.566,0
-0.273,2.648,-1.014,2.411,1.856,6.035,-2.92,1.993,-4.905,0.032,-0.4,-1.393,2.237,0.429,-0.952,0.993,-1.989,-1.453,-1.721,-8.815,1
1.432,-0.019,-1.246,0.394,1.372,4.133,-3.566,3.623,-2.916,-0.191,1.042,-3.029,0.214,5.286,-0.282,0.935,-2.137,-0.657,-0.514,-6.524,1
4.238,-4.104,1.229,0.908,-1.093,1.251,1.754,-3.383,-1.735,0.382,0.893,1.423,-0.228,0.442,1.7,-0.169,2.123,3.943,-1.061,10.263,0
1.852,-1.639,-3.015,0.794,0.386,-5.638,-7.948,-2.619,-3.738,-0.602,2.49,6.387,-3.415,-6.5,-2.493,-2.563,3.284,-0.304,1.065,1.858,1
-0.466,-1.838,-2.97,-2.237,-6.208,-6.123,-8.652,-1.887,-5.373,2.62,4.032,-1.595,0.043,1.281,1.589,-0.766,4.228,2.823,-4.944,1.666,1
0.339,1.907,-3.297,1.828,-8.202,-3.215,6.746,-4.84,3.597,-0.4,-0.852,-1.347,-3.154,-12.142,1.191,0.196,-2.694,0.734,-5.485,2.491,0
-7.117,-3.232,2.569,2.202,-3.563,7.511,-5.125,2.511,-2.064,-1.455,-2.475,-2.061,-0.578,11.194,0.401,3.567,0.676,2.348,-2.307,-1.99,1
-2.989,-1.742,4.58,4.019,10.035,4.245,-11.558,0.012,-1.634,-1.263,3.179,5.932,3.409,6.392,0.72,4.254,6.181,1.549,4.014,0.566,0
-4.178,-1.43,-0.904,1.868,3.783,-2.084,-2.208,-0.838,-0.259,-4.017,-1.414,2.854,0.624,2.017,-6.545,-0.573,3.687,0.066,1.708,10.023,0
0.466,-3.751,-2.129,-0.427,-5.501,-0.182,-2.032,0.702,-2.213,0.833,0.985,-1,1.748,-1.457,-0.954,-0.578,1.638,-3.13,-1.608,0.404,1
-1.241,-1.117,-1.373,0.946,-8.44,7.593,0.003,-1.432,-2.715,-3.114,0.224,-0.198,-3.645,-0.701,5.334,1.094,-1.31,-1.357,-3.757,-6.79,1
1.794,-1.26,0.694,-1.576,-3.336,-3.319,3.83,-2.229,-1.156,1.557,1.865,-0.662,-0.002,-5.155,0.439,0.456,1.497,-2.871,-3.533,1.64,1
-1.525,-2.446,-3.088,2.578,-13.84,3.07,-14.599,0.961,-2.537,0.814,0.022,-3.305,-4.25,3.875,4.226,3.32,4.805,1.793,-5.232,-2.87,1
0.885,2.878,1.339,1.978,1.17,2.653,-1.807,1.048,0.515,2.479,1.421,0.085,3.55,-5.458,2.569,1.905,-0.483,-3.563,0.368,-10.038,1
-1.014,1.512,0.604,0.82,-5.389,-0.673,5.455,-4.044,-0.446,-0.664,0.755,0.837,-4.118,-8.646,3.221,-0.077,-2.916,0.058,-5.028,-4.556,0
0.336,1.181,0.734,0.58,-4.336,1.842,6.381,-2.175,-2.724,2.874,0.351,-2.796,1.452,-6.351,0.685,1.026,-5.511,-3.116,-2.522,-10.629,0
-2.984,-1.826,-1.796,-1.493,-1.705,5.678,4.881,-3.355,-2.578,-4.292,-0.846,1.746,-0.293,2.42,0.971,0.37,-1.288,-0.829,-0.254,0.917,1
1.126,0.195,2.55,-0.866,4.68,3.17,5.822,0.55,0.766,-1.161,-0.179,2.249,1.388,-0.689,1.839,-0.659,-0.136,-0.426,-0.295,2.013,0
1.45,1.983,3.752,2.018,-2.766,3.984,4.735,0.479,-0.195,2.209,0.551,-0.533,3.871,-8.363,4.886,-0.199,0.404,-2.773,-4.472,-4.922,1
4.726,-0.587,1.274,-1.43,0.447,-2.21,9.466,-2.258,1.376,1.017,1.91,-1.366,0.388,-4.547,1.513,-0.52,-1.72,0.06,-2.341,4.585,0
-1.256,1.867,0.496,-0.067,6.006,-2.107,6.461,0.317,-1.146,-2.288,2.971,-0.273,2.972,-3.574,-2.345,-2.297,-2.773,-1.788,-2.118,-1.446,1
1.807,-1.887,1.001,0.332,-0.56,-2.339,5.926,-4.165,-0.091,-1.661,-0.16,0.286,-0.921,-1.631,-2.524,-0.03,1.944,-0.375,-0.005,10.548,0
0.176,-3.7,3.908,-0.705,15.124,-0.184,1.16,-0.369,1.793,-2.193,2.806,0.919,0.694,12.524,-3.362,6.212,2.426,4.396,0.792,13.447,0
5.691,4.879,4.454,0.954,8.96,2.076,8.421,-1.193,1.324,-0.381,4.22,-1.382,0.404,-3.816,3.792,2.875,-2.86,-1.303,-1.683,-4.693,1
-2.408,1.951,0.225,-5.008,10.101,4.209,10.54,2.43,-0.066,-1.651,-1.348,1.415,4.333,1.456,-0.433,0.986,-1.875,-1.829,-4.554,1.306,0
3.199,1.857,2.099,1.359,-1.343,-0.504,-0.443,-3.506,-0.497,3.944,0.622,0.601,-0.478,-6.485,2.202,3.715,1.405,-1.264,-1.295,-3.194,1
1.246,1.727,1.811,-2.817,8.548,6.465,5.114,-0.068,0.73,-2.215,0.596,3.594,3.377,3.851,5.409,-0.713,-0.189,1.393,2.805,0.725,0
0.016,-0.798,2.915,1.717,-1.667,-1.289,6.214,-0.644,2.135,-0.972,-3.776,1.786,-0.081,-4.709,-3.447,-2.97,1.445,-2.401,2.415,7.199,0
0.051,1.424,0.523,3.642,-9.093,-1.18,-4.762,0.57,-0.3,0.971,0.453,-2.853,-1.298,-3.721,3.87,-2.213,2.418,3.139,-5.111,0.192,1
2.283,-2.894,0.762,-0.236,-4.488,-1.782,1.175,-2.626,1.436,-1.635,2.827,2.19,-4.525,-4.007,4.226,-0.397,1.91,0.181,-2.053,3.627,1
1.003,0.031,0.934,-4.128,5.976,0.618,17.123,3.128,3.053,-4.606,-1.267,-0.865,2.196,0.845,-1.186,-6.155,-3.94,-0.702,-0.991,8.605,0
-1.298,1.314,0.607,0.265,5.877,-3.934,-0.226,-0.495,-0.535,-0.306,4.106,4.013,1.297,-6.977,0.252,-1.162,-0.113,-0.258,-2.575,-2.723,0
-2.902,-3.584,-1.353,-0.924,-7.895,-2.247,-5.879,-1.378,-3.35,0.377,2.892,-2.392,-3.196,3.945,1.659,1.443,0.696,1.755,-4.06,-2.465,1
0.128,2.225,1.264,1.315,6.931,-3.672,-2.721,-1.423,-1.005,-0.569,4.213,3.363,-0.424,-4.522,0.038,0.741,1.365,0.515,-1.71,-1.504,0
2.967,-1.967,-0.829,-3.283,2.087,-3.791,10.947,-3.89,1.134,-2.23,2.603,-0.049,-0.361,-0.809,0.033,-2.848,-3.115,1.531,0.907,7.822,0
-0.818,-0.234,2.359,0.048,4.886,-0.157,0.14,-1.468,-0.171,0,0.374,2.231,0.808,1.097,-1.326,2.338,1.734,-0.735,1.553,1.741,0
-0.545,0.391,0.715,2.467,-3.734,1.293,-12.187,6.145,5.728,1.756,0.411,-1.919,-4.9,2.599,3.718,4.191,0.191,-1.2,1.326,-11.981,1
-1.47,-2.058,0.748,1.433,-6.351,1.433,-5.97,0.938,0.492,3.084,-2.65,-1.284,-2.004,2.101,0.167,3.339,1.324,0.255,-0.492,-2.379,0
-1.893,-1.364,-0.688,4.573,9.093,7.691,-1.71,0.809,4.492,-5.613,-2.753,8.261,-1.615,-1.75,-2.028,3.489,0.943,0.034,2.248,5.184,1
1.94,-2.333,3.492,-0.965,9.679,1.08,4.929,-0.717,2.726,-3.555,1.762,1.674,0.717,7.077,0.814,1.837,3.844,3.795,-0.42,15.78,0
4.591,3.931,2.494,3.423,2.673,-1.333,0.088,-2.003,0.186,4.323,3.01,0.785,1.66,-10.998,2.173,1.756,-1.765,-1.605,-0.231,-8.903,1
1.549,-1.922,3.026,0.879,0.596,-1.25,5.072,-1.804,3.418,-1.426,0.257,0.647,2.191,-0.921,-0.637,-0.903,2.853,-1.965,4.093,8.774,0
-3.558,-0.374,1.909,0.146,-1.365,1.416,5.49,-2.098,-2.675,-1.537,-0.802,1.777,0.632,-2.767,-0.592,-1.69,-1.304,-1.425,-1.351,-1.474,1
-0.441,4.529,1.499,-1.507,9.305,-0.138,7.114,-5.326,-3.938,-0.219,0.022,1.789,2.913,-1.286,-1.953,2.252,0.427,0.909,-2.205,3.81,1
-1.639,-1.445,0.857,-0.043,-6.441,2.386,-7.232,4.465,-2.198,2.99,-1.009,-1.054,-3.115,2.214,2.559,0.075,-1.264,-0.092,-2.246,-11.252,1
0.283,-3.69,1.17,-0.006,3.741,0.761,4.689,2.048,2.197,-3.603,-1.276,1.005,1.817,2.751,-3.406,-1.104,3.913,-0.799,-0.7,14.828,0
-7.16,2.058,1.673,1.856,-3.14,-7.156,-8.908,2.258,0.082,2.656,-0.174,-1.35,0.171,-0.594,-1.887,-0.473,3.088,2.262,-3.778,-2.435,1
3.564,2.445,2.672,3.017,3.089,4.658,2.74,-0.431,-3.095,1.004,0.942,-1.09,2.236,-3.046,0.718,1.212,-1.639,-1.49,-1.035,-5.13,1
-0.74,-7.412,-1.034,-3.232,-1.875,0.135,5.161,2.15,0.751,-1.966,-0.642,2.568,-0.519,0.033,-1.519,-2.088,0.888,-1.685,-3.179,8.96,0
4.244,-3.985,-0.409,-2.011,-10.035,-0.568,10.259,-5.312,-2.946,0.314,3.179,-5.447,-1.136,-3.209,1.904,1.3,-1.745,-3.574,-4.845,1.912,1
0.82,4.886,2.618,2.34,8.2,2.695,-5.095,4.09,0.671,1.914,0.648,-0.041,0.517,1.716,1.563,1.781,-2.296,1.795,1.146,-10.279,1
-2.091,-0.391,2.674,-1.34,9.955,-3.858,0.701,0.423,0.207,-3.276,3.716,2.779,-1.218,2.879,-1.679,1.105,2.548,0.837,-2.485,5.614,0
-0.461,0.923,-3.061,1.968,-5.809,-4.728,-5.637,-2.198,-4.629,0.519,2.317,-0.054,-0.401,-5.314,-0.415,-4.493,-0.105,1.957,-1.441,-2.932,1
-2.675,-1.524,0.011,4.4,-5.604,-0.846,-2.686,-2.562,1.845,0.81,-0.178,-0.75,2.009,-4.631,-1.562,2.705,2.055,-1.503,-0.187,1.607,0
-0.838,-3.347,1.241,-0.65,-3.658,1.623,-3.433,1.308,1.311,1.679,-1.225,-0.031,-1.114,3.993,1.733,2.143,1.884,0.474,0.181,0.726,0
1.771,0.827,2.878,0.907,0.936,-1.648,0.514,-1.562,-1.285,0.774,2.101,2.406,0.332,-4.693,2.065,-2.023,1.161,-0.088,0.364,-1.152,1
1.784,1.394,1.448,1.742,4.709,-3.263,5.908,1.632,3.026,-0.319,-3.909,1.464,1.64,-5.223,-5.084,-3.34,2.37,1.209,-1.424,13.832,0
-0.333,-4.477,0.555,-1.059,-2.661,2.887,4.174,-3.531,-3.961,-2.763,-0.491,3.064,-1.227,0.923,-0.547,-1.239,0.96,-1.511,0.777,4.596,1
2.606,1.152,3.468,3.107,-7.51,-0.072,-5.496,2.083,2.036,5.198,1.72,-0.295,-3.17,-9.738,5.567,1.893,-0.946,-4.196,-1.096,-16.384,1
2.541,-1.275,-0.986,-3.37,2.458,2.181,11.201,-5.224,-2.326,-2.495,1.181,2.546,0.456,-1.883,1.854,-1.379,-2.386,0.597,-0.836,5.258,0
0.032,-0.295,0.809,-1.079,4.742,-1.238,-4.869,1.675,-0.904,3.252,0.594,0.044,0.644,4.03,-1.21,2.891,0.441,1.415,-0.016,-2.068,0
-0.502,5.083,4.295,-1.954,11.535,10.091,1.932,7.887,4.303,-3.888,0.684,-4.794,-0.655,16.73,6.56,3.69,-3.564,2.585,0.684,-8.088,1
-0.106,-3.182,3.577,2.421,3.996,-5.807,-1.665,-2.247,-2.377,2.864,6.875,1.239,4.637,-5.116,-1.494,1.177,1.537,-0.171,-2.4,0.525,0
2.403,1.872,2.449,1.375,-2.575,-3.852,-0.388,0.268,1.954,4.787,3.869,2.126,2.586,-15.811,3.666,-0.391,0.343,-6.688,-1.144,-11.906,1
-0.346,-0.725,-2.545,-4.076,3.996,-0.266,12.431,-0.452,0.929,-6.648,-0.498,-0.735,0.328,4.803,-2.15,-5.395,-3.131,1.474,0.987,10.788,0
-2.383,-4.144,-2.802,-1.521,2.748,10.08,-1.004,-1.077,-1.575,-5.756,-0.238,3.575,-1.727,8.713,1.86,4.243,0.251,-0.038,0.578,1.677,1
0.295,0.036,3.001,-1.393,13.325,1.063,5.599,0.676,3.441,-2.141,3.419,1.282,5.885,2.338,-1.171,4.2,2.373,-3.938,1.419,5.012,0
2.973,1.393,1.702,0.487,4.891,0.413,-2.062,1.289,0.326,1.993,2.059,-0.558,-1.13,1.239,1.41,2.353,-2.073,1.014,0.637,-5.898,1
-0.153,0.423,1.804,2.311,-1.893,1.664,2.525,2.466,3.292,-0.021,1.849,-1.829,3.223,-4.783,3.116,-0.673,-0.851,-2.126,-2.008,-3.633,1
-4.47,0.704,1.2,-1.866,1.797,5.534,-0.895,4.383,-1.55,-0.873,-2.08,-1.6,2.059,9.349,1.458,-0.24,-0.585,1.572,-1.207,-3.328,1
2.937,3.106,3.585,-0.417,5.284,-0.854,-6.553,1.029,0.639,5.016,0.231,2.346,-2.109,-0.297,2.58,4.126,1.996,0.36,1.324,-6.844,1
-2.153,0.39,0.095,0.598,-3.792,-3.838,-1.017,-0.472,0.092,-0.457,1.078,0.449,-0.57,-4.014,1.133,-2.657,1.683,1.157,-3.155,1.64,1
-1.017,0.874,-3.617,1.285,-6.198,1.789,-5.895,-0.702,-1.533,-1.691,0.036,-0.321,-2.657,-1.138,2.128,0.385,1.428,0.166,-2.435,-2.687,1
-2.9,-1.557,2.016,-0.248,-0.92,5.819,2.183,-0.193,-2.207,-1.028,-0.805,-1.253,1.19,5.508,1.67,2.491,0.304,0.618,-2.995,0.342,1
-1.184,-0.46,-0.709,-1.471,3.487,3.098,6.158,2.018,-3.138,-3.6,1.661,-1.655,1.263,3.006,-0.216,-1.926,-2.957,0.782,-5.331,0.787,1
0.058,1.427,0.074,3.18,0.501,-2.565,1.992,-4.153,0.627,0.436,1.813,2.935,-0.178,-10.541,1.032,0.173,-0.797,2.435,-3.945,1.398,0
3.115,1.829,0.049,-1.483,4.26,-2.522,9.851,-5.519,-0.042,-0.624,3.485,-1.461,2.976,-4.158,0.323,1.853,-0.185,-0.749,-2.55,6.098,1
4.162,-3.473,2.797,-0.556,4.003,-2.264,8.924,-2.041,-0.385,0.002,4.604,0.522,-0.27,-3.71,1.164,-0.11,-1.839,2.073,-5.254,6.566,0
1.987,-6.301,-0.886,7.028,-4.955,-14.344,-2.65,-6.628,2.207,3.251,9.413,1.545,3.723,-19.138,-3.034,-0.569,2.509,0.913,-4.685,9.508,0
-0.745,0.395,5.394,-1.68,5.754,1.631,3.381,-1.182,-1.598,-0.953,2.551,0.861,-2.342,4.321,2.447,3.431,-0.35,-0.308,-1.393,-3.614,0
-4.228,2.871,1.659,0.178,1.845,-1.424,0.206,-2.396,-0.739,-3.083,1.643,0.945,-2.251,-0.071,0.705,1.636,1.464,-0.354,-2.404,-1.56,0
4.156,-1.682,1.061,-2.421,1.147,0.005,10.411,1.705,2.713,-0.118,-3.453,1.414,-0.517,-3.188,-0.459,-3.509,0.129,0.537,-2.271,11.476,0
-1.32,1.082,1.353,0.237,3.106,-5.378,3.4,1.822,3.534,2.237,-2.267,0.84,1.632,-3.796,-2.419,-3.021,-0.626,4.202,-2.191,7.01,0
-1.802,2.616,1.15,3.457,0.694,-3.852,-8.257,-0.191,-0.34,1.765,2.059,1.804,-2.514,-4.781,-0.206,1.031,-0.288,0.594,0.088,-9.039,1
-6.124,-2.442,-0.33,-0.435,-0.098,-2.674,2.083,-0.783,-0.575,-4.742,-0.58,-0.704,0.364,5.03,-5.986,-0.95,1.648,-1.853,1.044,7.11,0
2.606,-3.708,2.439,2.677,3.867,2.268,-3.21,0.267,-2.291,3.32,1.093,2.86,1.656,-0.199,1.165,1.212,0.963,6.134,-3.716,5.194,0
1.403,1.178,4.745,-2.732,1.344,2.639,6.842,2.139,-0.126,0.135,0.54,-2.86,0.889,3.411,3.871,0.339,0.771,-1.426,-3.325,-0.276,1
-0.39,-0.291,-4.548,0.755,-4.715,-0.398,-8.09,-1.491,-2.603,-0.486,2.748,0.896,-3.049,-3.011,2.126,1.487,0.779,0.29,-3.539,-5.08,1
-1.3,-3.297,-3.878,-2.931,-3.611,7.747,-0.978,-2.219,-6.393,-3.196,1.002,-3.567,1.623,13.828,3.142,1.058,-0.024,3.965,-1.55,3.287,1
6.43,-2.943,-0.813,0.761,-7.143,-6.827,11.149,-5.122,1.462,5.361,1.507,-3.998,-2.85,-11.92,0.202,0.687,-5.549,4.775,-9.325,7.216,0
2.707,6.085,5.835,1.946,9.508,7.775,9.742,3.482,-1.929,-3.276,1.011,-1.403,3.546,-2.053,2.425,-0.564,-0.386,-3.348,-4.882,-3.09,1
1.785,-4.793,-0.238,-0.514,-4.323,-0.672,7.619,-3.832,-1.424,-3.422,0.884,-1.842,-0.084,2.323,-1.608,-2.572,0.403,0.114,0.803,11.436,0
-0.878,-1.178,-0.702,-0.594,7.49,5.472,1.169,-1.497,-0.48,-2.67,2.274,3.88,0.295,1.659,1.36,4.064,-2.045,-0.6,0.378,-3.258,1
-1.339,-0.65,0.634,-0.313,11.248,0.424,-2.483,-0.561,2.063,-0.031,3.417,2.211,6.51,3.244,-0.556,5.641,4.268,0.127,0.179,6.01,0
0.588,2.043,2.894,2.176,3.556,7.305,-7.474,7.164,1.278,1.721,-0.955,-0.932,2.015,5.809,3.714,1.21,0.067,0.496,2.089,-9.316,1
-2.393,5.663,4.043,3.919,-3.999,0.184,-1.4,1.517,3.372,3.202,0.39,1.287,2.054,-14.71,4.651,0.929,0.825,-6.167,-2.634,-14.879,1
2.344,-3.827,1.192,0.152,-1.048,0.083,4.34,-2.316,-1.172,-1.633,-0.752,0.754,-1.322,1.474,-0.452,-0.966,3.278,3.645,-3.46,15.255,0
-3.262,-3.425,0.309,-0.515,-14.519,4.477,-0.525,0.162,3.614,2.317,-5.199,-3.494,1.401,3.588,3.174,1.537,1.746,-2.386,2.947,-0.585,0
2.822,0.948,4.297,-1.994,-1.738,-1.307,6.278,-2.436,-0.007,5.681,-0.882,-0.955,-0.644,-2.65,3.816,0.83,-2.228,2.731,-2.096,-1.778,0
0.179,1.047,1.202,-3.301,10.102,3.534,12.475,-1.382,3.393,-3.959,1.679,0.223,7.488,2.643,1.849,1.363,1.745,-1.243,-0.531,10.886,0
2.666,-0.921,0.118,-1.098,7.062,0.856,6.372,0.416,0.099,-2.496,-0.443,2.555,0.158,0.807,-0.547,-2.643,0.053,4.323,-2.628,11.872,0
1.816,-0.749,-1.357,5.173,-0.327,1.12,-1.611,-0.205,1.652,0.634,-1.153,0.291,4.515,-6.099,-2.788,0.613,2.875,-0.181,-0.817,7.844,0
1.069,2.977,-3.629,1.572,4.473,-1.243,-6.686,0.013,1.479,-1.578,3.588,2.589,-2.929,-4.341,1.609,1.929,-0.847,0.734,-0.938,-5.835,1
1.421,5.365,3.284,0.957,8.02,4.602,0.76,4.135,0.11,-1.159,-1.104,-1.263,3.114,2.13,0.693,1.845,4.373,-1.733,-3.179,2.176,1
0.152,-2.646,-0.375,1.051,-6.972,3.237,2.903,0.276,4.712,1.767,-3.566,0.336,4.437,-4.044,2.634,-1.182,1.777,-0.115,0.74,6.374,0
1.652,-2.156,0.756,3.348,-1.628,10.775,-1.683,0.28,-2.533,-2.219,-1.865,1.118,0.157,3.179,2.554,1.719,1.622,0.449,-0.436,1.544,1
1.519,-0.225,1.357,3.015,-2.964,2.934,0.256,-0.719,-1.204,1.128,0.791,0.922,-0.291,-7.152,2.149,1.302,-0.301,-1.844,-3.431,-4.555,1
-0.708,-1.605,-0.359,3.225,-3.77,-3.933,-3.797,-2.358,1.941,3.275,1.868,2.318,3.262,-9.295,1.242,-0.265,1.993,1.627,-1.499,2.045,0
0.731,-1.891,-1.423,3.669,-5.209,5.422,-9.353,1.834,-1.461,-1.252,-0.641,-1.321,-2.851,4.507,2.34,2.098,3.325,3.074,-3.214,2.162,1
-1.12,0.448,1.025,2.688,-5.854,5.63,-6.781,3.089,0.234,3.287,-0.977,-2.337,-0.02,1.215,4.082,2.283,-2.337,-0.195,0.443,-13.488,1
0.133,-1.099,2.39,3.09,0.925,-0.458,0.309,-3.56,-0.35,-1.973,-0.302,0.742,1.056,1.549,-2.35,0.351,4.159,1.121,2.514,10.356,0
1.724,2.143,3.559,2.44,7.662,5.621,-3.054,3.839,1.014,0.501,-0.725,0.785,1.888,3.988,1.79,1.756,1.096,1.91,1.095,-1.23,1
2.743,-2.516,1.898,0.507,-9.081,6.834,-6.078,4.95,-2.564,3.624,0.013,-2.914,-4.255,2.643,6.17,1.42,-2.451,-1.345,-2.431,-15.002,1
1.903,-1.519,-1.756,-5.624,-3.664,0.007,13.28,-1.994,-1.646,-1.616,-4.374,-0.002,-3.351,-1.782,-1.859,-2.233,-0.841,-1.958,-4.332,9.253,0
-1.728,-3.107,2.001,4.69,-0.544,9.171,-7.786,1.205,-1.895,-0.919,-3.058,1.94,-1.33,6.109,-0.628,4.572,2.473,0.52,1.423,-0.578,1
0.125,1.268,-1.441,-0.025,-3.375,0.248,3.133,-2.16,3.981,-0.194,-1.125,-0.598,1.234,-3.573,1.863,0.728,0.276,-1.234,1.33,1.742,0
-0.922,-2.8,-0.412,1.116,3.422,-3.427,-1.761,2.123,2.292,-1.123,-2.878,3.694,0,-2.159,-6.666,-0.282,5.366,-1.151,-0.837,13.247,0
-4.099,-2.661,-2.269,0.249,-3.176,5.498,-12.304,5.94,-2.645,0.557,-2.589,-0.675,-0.917,9.538,-1.133,1.39,0.211,-0.297,1.453,-8.272,1
-0.162,1.85,-0.359,0.754,1.523,1.493,0.718,0.711,-0.105,-0.475,2.355,-0.023,1.742,-4.738,1.045,1.156,-1.334,-4.016,-1.443,-7.677,1
1.167,0.964,1.243,-2.633,4.528,-2.428,10.002,-0.023,3.725,0.056,-2.176,0.215,0.772,-1.877,-1.354,-0.624,-0.263,0.915,-2.075,9.491,0
4.015,-1.262,-2.476,-7.27,3.921,-2.971,11.447,0.544,0.383,0.683,0.865,-0.156,-0.331,-0.813,0.673,-2.82,-4.268,1.487,-3.857,5.001,0
-0.448,2.491,1.81,2.747,1.802,7.695,-4.724,4.303,0.878,1.681,0.128,-2.489,1.633,4.643,4.196,2.3,-4.483,1.199,2.224,-14.421,1
0.795,2.116,3.277,-1.269,20.896,-0.16,0.572,-0.491,-2.003,-3.733,4.496,5.31,-0.923,6.946,-0.551,2.532,1.178,6.081,-1.944,6.896,0
0.943,-3.567,2.91,0.276,-3.7,-0.626,0.611,-0.457,-0.682,3.184,2.133,-1.451,1.116,-1.245,1.522,1.724,0.332,-1.168,-1.982,-1.578,0
2.582,0.097,4.411,1.874,-2.936,-0.131,2.358,-3.247,-0.266,3.88,-2.736,0.483,-0.002,-3.733,0.369,1.444,2.605,0.529,0.131,4.298,0
0.914,-3.443,1.556,-1.143,-3.569,3.781,5.463,-2.071,0.081,0.912,-2.487,1.023,1.57,-0.311,2.288,1.25,2.98,0.735,-3.098,9.43,0
-1.94,0.437,-3.478,4.736,-0.425,2.65,-11.585,0.373,-1.697,-0.268,0.485,0.702,-1.09,0.376,-1.22,2.973,-0.417,1.917,-0.048,-6.015,1
0.898,0.067,2.05,-0.238,7.96,-1.337,-3.457,0.619,1.329,0.419,1.14,3.933,-4.265,1.493,0.458,3.149,0.645,3.168,-1.01,0.778,0
-2.307,2.118,0.543,0.207,1.764,6.503,-3.641,4.086,2.514,-1.906,0.098,-2.812,-2.23,8.249,3.723,4.163,-2.611,-0.07,0.557,-10.305,1
1.143,2.668,0.726,1.817,10.132,5.043,1.233,4.316,-3.283,-3.792,0.428,-0.243,1.557,2.978,-2.598,-0.431,0.025,-0.107,-3.662,1.368,1
-2.365,-1.686,0.349,-1.231,-5.505,5.567,-0.323,0.626,-5.368,2.181,-1.765,-2.405,1.074,5.579,1.947,-0.293,-3.157,1.551,-1.546,-7.341,1
1.098,0.865,1.904,-1.719,4.575,6.784,5.773,1.143,0.587,-1.088,-0.794,2.905,5.798,0.597,4.797,-2.64,0.808,-0.029,1.732,1.993,0
-6.097,-0.636,5.368,3.144,5.225,0.683,-2.882,-3.305,0.348,-5.297,4.136,4.401,-1.682,1.948,0.794,4.145,3.887,-1.741,1.224,-0.838,0
1.105,-1.839,2.951,0.095,0.379,0.885,5.669,-0.692,1.031,-0.937,-2.447,1.085,0.082,-0.805,-1.613,0.518,3.671,-1.579,-1.239,10.343,0
-0.327,-0.149,0.18,-4.11,-0.832,0.059,8.182,1.853,1.344,0.29,-4.719,0.153,-0.994,-0.294,-1.154,-1.808,-0.435,-0.916,-2.624,5.25,0
0.182,0.685,-3.623,3.954,-6.193,-3.426,-9.771,-1.372,-1.232,-0.28,1.984,2.318,-5.887,-8.957,0.122,-0.232,0.219,-0.479,-1.979,-6.975,1
-2.04,-0.291,0.814,4.874,5.437,4.437,-7.624,3.239,3.249,-2.431,-0.59,1.856,-2.44,4.175,-0.466,3.952,0.512,3.191,0.141,0.119,1
-1.72,-1.366,0.107,3.955,-10.856,1.096,-9.672,-0.666,-1.746,3.994,0.642,-3.023,-2.021,-2.573,2.253,5.238,1.632,-0.629,-4.843,-8.249,1
-2.149,-1.74,-2.471,4.336,-7.369,-1.034,-12.313,-0.421,-1.173,0.179,0.31,0.906,-3.836,-1.784,-0.431,1.121,2.093,1.272,-0.693,-3.176,1
2.568,-0.376,-4.496,0.459,-8.375,-1.407,-10.858,-1.259,-3.984,1.794,4.107,-0.998,-3.569,-3.889,4.431,1.867,2.814,0.301,-6.031,-5.624,1
1.315,3.065,1.121,3.465,-5.485,1.722,-6.873,0.806,-2.775,2.099,2.998,-1.405,-2.002,-5.384,5.288,0.249,-1.07,-0.873,-2.838,-14.763,1
-1.414,-0.487,1.659,-2.4,2.916,-1.521,7.298,-0.389,2.542,-1.727,-0.33,-1.502,2.284,2.053,-2.91,1.647,1.547,-4.475,1.116,5.536,0
0.17,-2.933,-0.672,2.021,-6.639,-0.238,-6.208,2.779,-0.314,3.345,1.107,-2.134,0.843,-1.583,0.192,-0.366,-1.639,-1.737,0.864,-8.325,1
0.858,-3.211,-0.507,0.677,-0.244,3.187,-5.704,-0.736,-2.965,0.158,2.099,1.646,-1.71,1.952,1.564,3.82,1.847,0.392,-2.509,-1.092,1
